Palabra,Etiqueta_POS
é,CCONJ
hijos,NOUN
habían,AUX
huído,VERB
de,ADP
allí,ADV
y,CCONJ
se,PRON
ponían,VERB
á,ADP
buen,ADJ
recaudo,NOUN
de,ADP
miedo,NOUN
de,ADP
nosotros,PRON
;,PUNCT
pero,CCONJ
mejor,ADV
les,PRON
hubiese,AUX
estado,AUX
quedarse,VERB
en,ADP
su,DET
pueblo,NOUN
;,PUNCT
porque,SCONJ
al,ADP
punto,NOUN
les,PRON
envió,VERB
nuestro,DET
capitán,NOUN
otros,DET
Indios,PROPN
y,CCONJ
les,PRON
hizo,VERB
decir,VERB
que,SCONJ
debían,AUX
volver,VERB
á,ADP
sus,DET
pueblos,NOUN
y,CCONJ
que,SCONJ
se,PRON
dejasen,VERB
de,ADP
tenernos,VERB
miedo,NOUN
",",PUNCT
que,SCONJ
no,ADV
se,PRON
les,PRON
irrogaría,VERB
perjuicio,VERB
alguno,DET
;,PUNCT
mas,ADV
ellos,PRON
no,ADV
quisieron,VERB
hacer,VERB
caso,NOUN
de,ADP
ello,PRON
sino,CCONJ
que,SCONJ
por,ADP
contestación,NOUN
nos,PRON
mandaron,VERB
que,SCONJ
despejásemos,VERB
el,DET
pueblo,NOUN
",",PUNCT
porque,SCONJ
de,ADP
no,ADV
",",PUNCT
nos,PRON
arrojarían,VERB
de,ADP
allí,ADV
á,ADP
la,DET
fuerza,NOUN
.,PUNCT
"

",SPACE
Después,ADV
que,SCONJ
nosotros,PRON
nos,PRON
hicimos,VERB
cargo,NOUN
de,ADP
la,DET
tal,NOUN
cosa,NOUN
",",PUNCT
nos,PRON
dispusimos,VERB
á,ADP
toda,NOUN
prisa,NOUN
y,CCONJ
marchamos,VERB
contra,ADP
ellos,PRON
",",PUNCT
no,PART
obstante,NOUN
que,SCONJ
entre,ADP
nosotros,PRON
la,DET
gente,NOUN
de,ADP
pelea,NOUN
había,AUX
algunos,PRON
cuyo,PRON
parecer,NOUN
y,CCONJ
deseo,VERB
era,AUX
que,SCONJ
se,PRON
mandase,VERB
al,ADP
capitán,NOUN
y,CCONJ
se,PRON
le,PRON
hiciece,VERB
decir,VERB
",",PUNCT
que,SCONJ
no,ADV
debía,AUX
marchar,VERB
contra,ADP
aquellos,PRON
",",PUNCT
por,ADP
que,SCONJ
ello,PRON
podría,AUX
ser,AUX
causa,NOUN
de,ADP
una,DET
gran,ADJ
hambruna,NOUN
en,ADP
la,DET
tierra,NOUN
",",PUNCT
de,ADP
suerte,NOUN
que,SCONJ
si,SCONJ
se,PRON
ofreciere,VERB
pasar,VERB
del,ADP
Perú,PROPN
al,ADP
Río,PROPN
delle,PROPN
Plata,PROPN
",",PUNCT
no,ADV
encontrarían,VERB
allí,ADV
nada,PRON
de,ADP
comer,VERB
;,PUNCT
mas,ADV
nuestro,DET
capitán,NOUN
y,CCONJ
la,DET
comunitett,ADJ
(,PUNCT
comunidad,NOUN
),PUNCT
no,ADV
quisieron,VERB
entrar,VERB
por,ADP
ello,PRON
",",PUNCT
sino,CCONJ
que,SCONJ
siguieron,VERB
el,DET
antedicho,ADJ
propósito,NOUN
y,CCONJ
marcharon,VERB
contra,ADP
los,DET
dichos,ADJ
Wockhhobosíes,PROPN
(,PUNCT
Corocotoquis,PROPN
),PUNCT
",",PUNCT
y,CCONJ
cuando,SCONJ
ya,ADV
estábamos,VERB
nosotros,PRON
como,SCONJ
á,ADP
1/2,NUM
milla,PROPN
(,PUNCT
legua,NOUN
),PUNCT
de,ADP
camino,NOUN
de,ADP
ellos,PRON
ya,ADV
habían,AUX
sentado,VERB
sus,DET
reales,ADJ
al,ADP
abrigo,NOUN
de,ADP
2,NUM
cerros,NOUN
y,CCONJ
bosques,NOUN
á,ADP
los,DET
2,NUM
costados,NOUN
",",PUNCT
porque,SCONJ
",",PUNCT
llegado,VERB
el,DET
caso,NOUN
de,ADP
que,SCONJ
nosotros,PRON
los,PRON
venciésemos,VERB
",",PUNCT
pudiesen,AUX
ellos,PRON
escaparse,VERB
de,ADP
nosotros,PRON
con,ADP
más,ADV
facilidad,NOUN
.,PUNCT
Pero,CCONJ
la,DET
cuenta,NOUN
les,PRON
salió,VERB
mal,ADV
parada,NOUN
:,PUNCT
aquellos,PRON
que,PRON
nosotros,PRON
alcanzamos,VERB
tuvieron,VERB
que,SCONJ
quedar,VERB
allí,ADV
ó,CCONJ
ser,AUX
nuestros,DET
esclavos,NOUN
;,PUNCT
así,ADV
que,SCONJ
en,ADP
la,DET
tal,DET
escaramuza,NOUN
nos,PRON
ganamos,VERB
hasta,ADP
unos,PRON
1.000,NUM
",",PUNCT
sin,ADP
contarlos,VERB
que,SCONJ
matamos,VERB
hombres,NOUN
",",PUNCT
mujeres,NOUN
y,CCONJ
niños,NOUN
.,PUNCT
"

",SPACE
Después,ADV
de,ADP
estos,PRON
nos,PRON
quedamos,VERB
2,NUM
meses,NOUN
largos,ADJ
en,ADP
este,DET
pueblo,NOUN
que,PRON
era,AUX
tan,ADV
grande,ADJ
como,SCONJ
serían,AUX
cualesquiera,VERB
5,NUM
ó,CCONJ
6,NUM
de,ADP
los,DET
otros,PRON
.,PUNCT
Así,ADV
",",PUNCT
pues,SCONJ
",",PUNCT
marchamos,VERB
adelante,ADV
hasta,ADP
el,DET
pueblo,NOUN
donde,PRON
habíamos,AUX
dejado,VERB
los,DET
2,NUM
antedichos,ADJ
navíos,NOUN
de,ADP
que,SCONJ
se,PRON
trató,VERB
en,ADP
la,DET
f.,PROPN
(,PUNCT
48,NUM
),PUNCT
y,CCONJ
estuvimos,VERB
en,ADP
el,DET
viaje,NOUN
año,NOUN
y,CCONJ
medio,NUM
",",PUNCT
en,ADP
que,PRON
nosotros,PRON
no,ADV
hicimos,VERB
más,ADV
que,SCONJ
guerrear,VERB
con,ADP
los,DET
demás,PRON
",",PUNCT
y,CCONJ
en,ADP
este,DET
viaje,NOUN
nos,PRON
hicimos,VERB
de,ADP
hombres,NOUN
",",PUNCT
mujeres,NOUN
y,CCONJ
niños,NOUN
hasta,ADP
el,DET
número,NOUN
de,ADP
12.000,NUM
personas,NOUN
obligados,ADJ
á,ADP
ser,AUX
nuestros,DET
esclavos,NOUN
;,PUNCT
también,ADV
me,PRON
tocaron,VERB
por,ADP
mi,DET
parte,NOUN
unas,PRON
50,NUM
personas,NOUN
entre,ADP
hombres,NOUN
",",PUNCT
mujeres,NOUN
y,CCONJ
niños,NOUN
.,PUNCT
"

",SPACE
Y,CCONJ
eso,PRON
que,PRON
nosotros,PRON
llegamos,VERB
á,ADP
las,DET
naos,NOUN
nos,PRON
avisó,VERB
la,DET
gente,NOUN
que,PRON
habíamos,AUX
dejado,VERB
en,ADP
estos,DET
navíos,NOUN
bergentín,NOUN
(,PUNCT
bergantines,NOUN
),PUNCT
de,ADP
como,SCONJ
",",PUNCT
en,ADP
nuestra,DET
ausencia,NOUN
",",PUNCT
un,DET
capitán,NOUN
llamado,ADJ
Diego,PROPN
Abriegenn,PROPN
(,PUNCT
Diego,PROPN
de,ADP
Abrego,PROPN
),PUNCT
natural,ADJ
de,ADP
Sievilla,PROPN
en,ADP
Hispania,PROPN
",",PUNCT
por,ADP
propia,DET
cuenta,NOUN
",",PUNCT
y,CCONJ
un,DET
capitán,NOUN
con,ADP
el,DET
nombre,NOUN
de,ADP
thonn,PROPN
Fran,PROPN
.,PUNCT
Manthossa,PROPN
(,PUNCT
don,NOUN
Francisco,PROPN
de,ADP
Mendoza,PROPN
),PUNCT
",",PUNCT
que,SCONJ
nuestro,DET
capitán,NOUN
general,ADJ
Domenigo,PROPN
Marthin,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
había,AUX
nombrado,VERB
para,ADP
capitán,NOUN
de,ADP
los,DET
2,NUM
navíos,NOUN
y,CCONJ
de,ADP
la,DET
gente,NOUN
misma,ADJ
",",PUNCT
habian,PROPN
armado,VERB
un,DET
gran,ADJ
alboroto,NOUN
entre,ADP
ellos,PRON
",",PUNCT
pretendiendo,VERB
éste,PRON
que,SCONJ
él,PRON
y,CCONJ
no,ADV
otro,PRON
debería,AUX
mandar,VERB
y,CCONJ
gobernar,VERB
en,ADP
la,DET
ciudad,NOUN
",",PUNCT
durante,ADP
la,DET
ausencia,NOUN
",",PUNCT
mientras,CCONJ
que,SCONJ
el,DET
dicho,ADJ
Diego,PROPN
de,ADP
Abriego,PROPN
(,PUNCT
Diego,PROPN
de,ADP
Abreu,PROPN
ó,CCONJ
Abrego,PROPN
),PUNCT
quería,VERB
mandar,VERB
sólo,ADV
;,PUNCT
mas,ADV
thonn,NOUN
Francisco,PROPN
Manthossa,PROPN
",",PUNCT
como,SCONJ
capitán,NOUN
delegado,ADJ
y,CCONJ
lugarteniente,NOUN
de,ADP
Marthín,PROPN
Domenigo,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
",",PUNCT
no,ADV
quería,VERB
consentírselo,NOUN
.,PUNCT
A,ADP
todo,DET
esto,PRON
se,PRON
armó,VERB
una,DET
merienda,NOUN
de,ADP
negros,NOUN
entre,ADP
ellos,PRON
",",PUNCT
hasta,ADP
que,SCONJ
por,ADP
fin,NOUN
Tiego,PROPN
de,ADP
Abriego,PROPN
quedó,VERB
dueño,NOUN
del,ADP
campo,NOUN
",",PUNCT
y,CCONJ
derrotó,VERB
y,CCONJ
le,PRON
cortó,VERB
la,DET
cabeza,NOUN
á,ADP
thonn,PROPN
Fran,PROPN
Manthossa,PROPN
.,PUNCT
"
 
",SPACE
CAPÍTULO,PROPN
L,PROPN
"
",SPACE
MOTÍN,PROPN
DE,ADP
ABREU,PROPN
.,PUNCT
SCHMIDEL,PROPN
RECIBE,ADJ
CARTAS,NOUN
DE,ADP
ESPAÑA,PROPN
.,PUNCT
"
",SPACE
Entonces,ADV
sin,ADP
perder,VERB
un,DET
instante,NOUN
puso,VERB
á,ADP
toda,DET
la,DET
tierra,NOUN
en,ADP
alarma,NOUN
y,CCONJ
quiso,VERB
marchar,VERB
contra,ADP
nosotros,PRON
aquí,ADV
",",PUNCT
y,CCONJ
primero,ADJ
se,PRON
fortificó,VERB
en,ADP
la,DET
ciudad,NOUN
;,PUNCT
mientras,SCONJ
esto,PRON
llegamos,VERB
nosotros,PRON
con,ADP
nuestro,DET
capitán,NOUN
Marthín,PROPN
Domenigo,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
",",PUNCT
á,ADP
las,DET
puertas,NOUN
de,ADP
la,DET
ciudad,NOUN
",",PUNCT
mas,ADV
ni,CCONJ
así,ADV
quiso,VERB
él,PRON
dejarlo,VERB
entrar,VERB
á,ADP
nuestro,DET
capitán,NOUN
",",PUNCT
ni,CCONJ
tampoco,ADV
entregarle,VERB
la,DET
ciudad,NOUN
",",PUNCT
ni,CCONJ
mucho,ADV
menos,ADV
reconocerle,VERB
por,ADP
señor,NOUN
.,PUNCT
"
",SPACE
Después,ADV
que,SCONJ
nuestro,DET
capitán,NOUN
se,PRON
apercibió,VERB
de,ADP
la,DET
tal,NOUN
cosa,NOUN
",",PUNCT
le,PRON
pusimos,VERB
nosotros,PRON
cerco,NOUN
á,ADP
la,DET
ciudad,NOUN
Nostra,PROPN
Signara,PROPN
de,ADP
Sunssión,PROPN
;,PUNCT
después,ADV
de,ADP
lo,PRON
cual,PRON
la,DET
gente,NOUN
de,ADP
pelea,NOUN
que,PRON
estaba,VERB
en,ADP
la,DET
ciudad,NOUN
",",PUNCT
cuando,SCONJ
vieron,VERB
que,SCONJ
la,DET
cosa,NOUN
era,AUX
de,ADP
veras,NOUN
de,ADP
parte,NOUN
nuestra,DET
",",PUNCT
salían,VERB
diariamente,ADV
adonde,SCONJ
nosotros,PRON
estábamos,AUX
en,ADP
el,DET
campo,NOUN
y,CCONJ
le,PRON
pedían,VERB
perdón,NOUN
á,ADP
nuestro,DET
capitán,NOUN
.,PUNCT
"

",SPACE
Cuando,SCONJ
el,DET
dicho,ADJ
Diego,PROPN
de,ADP
Abriego,PROPN
(,PUNCT
Abrego,PROPN
),PUNCT
conoció,VERB
cuál,PRON
era,AUX
la,DET
conducta,NOUN
de,ADP
su,DET
gente,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
no,ADV
se,PRON
podía,AUX
fiar,VERB
de,ADP
ella,PRON
",",PUNCT
por,ADP
otra,DET
parte,NOUN
recelaba,VERB
que,SCONJ
cualquier,DET
noche,NOUN
de,ADP
esas,PRON
tomásemos,VERB
la,DET
ciudad,NOUN
por,ADP
traición,NOUN
",",PUNCT
que,PRON
era,AUX
lo,PRON
más,ADV
probable,ADJ
que,SCONJ
allí,ADV
aconteciese,ADJ
",",PUNCT
se,PRON
aconsejó,VERB
él,PRON
con,ADP
sus,DET
mejores,ADJ
compañeros,NOUN
y,CCONJ
amigos,NOUN
",",PUNCT
y,CCONJ
averiguó,VERB
cuáles,PRON
eran,AUX
los,DET
que,PRON
estaban,AUX
dispuestos,ADJ
á,ADP
salir,VERB
de,ADP
la,DET
ciudad,NOUN
con,ADP
él,PRON
;,PUNCT
así,ADV
se,PRON
llevó,VERB
consigo,PRON
cerca,ADV
de,ADP
50,NUM
hombres,NOUN
;,PUNCT
los,DET
demás,PRON
",",PUNCT
tan,NOUN
luego,ADV
como,SCONJ
salieron,VERB
de,ADP
la,DET
ciudad,NOUN
los,DET
que,PRON
iban,VERB
con,ADP
el,DET
Diego,PROPN
",",PUNCT
se,PRON
plegaron,VERB
á,ADP
nuestro,DET
capitán,NOUN
y,CCONJ
le,PRON
entregaron,VERB
la,DET
ciudad,NOUN
y,CCONJ
le,PRON
pidieron,VERB
perdón,NOUN
;,PUNCT
así,ADV
se,PRON
los,PRON
prometió,VERB
el,DET
capitán,NOUN
y,CCONJ
entró,VERB
en,ADP
la,DET
ciudad,NOUN
.,PUNCT
"

",SPACE
Mas,PROPN
el,DET
dicho,ADJ
Diego,PROPN
de,ADP
Abriego,PROPN
(,PUNCT
Abreu,PROPN
),PUNCT
merodeó,VERB
con,ADP
los,DET
50,NUM
Cristianos,PROPN
en,ADP
unas,PRON
30,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
camino,NOUN
á,ADP
la,DET
redonda,NOUN
",",PUNCT
así,ADV
que,SCONJ
nosotros,PRON
no,ADV
pudimos,AUX
vencerlos,VERB
;,PUNCT
y,CCONJ
estos,DET
dos,NUM
caudillos,NOUN
se,PRON
hicieron,VERB
la,DET
guerra,NOUN
el,DET
uno,PRON
al,ADP
otro,PRON
durante,ADP
2,NUM
años,NOUN
enteros,ADJ
",",PUNCT
de,ADP
suerte,NOUN
que,SCONJ
el,DET
uno,PRON
por,ADP
causa,NOUN
del,DET
otro,PRON
no,ADV
se,PRON
contaba,VERB
seguro,ADJ
;,PUNCT
porque,SCONJ
el,DET
Diego,PROPN
de,ADP
Abriego,PROPN
(,PUNCT
Abrego,PROPN
),PUNCT
no,ADV
se,PRON
quedaba,VERB
mucho,ADV
en,ADP
lugar,NOUN
alguno,DET
;,PUNCT
hoy,ADV
allí,ADV
",",PUNCT
mañana,ADV
en,ADP
otra,DET
parte,NOUN
",",PUNCT
y,CCONJ
donde,PRON
nos,PRON
podía,AUX
perjudicar,VERB
no,ADV
se,PRON
descuidaba,VERB
él,PRON
",",PUNCT
porque,SCONJ
hasta,ADV
se,PRON
parecía,VERB
á,ADP
un,DET
salteador,NOUN
de,ADP
caminos,NOUN
.,PUNCT
En,ADP
suma,NOUN
",",PUNCT
si,SCONJ
quería,VERB
nuestro,DET
capitán,NOUN
estar,AUX
en,ADP
tranquilidad,NOUN
tenía,VERB
que,SCONJ
buscar,VERB
arreglo,NOUN
con,ADP
el,DET
Diego,PROPN
",",PUNCT
y,CCONJ
pactó,VERB
un,DET
casamiento,NOUN
con,ADP
sus,DET
2,NUM
hijas,NOUN
que,PRON
dio,VERB
él,PRON
á,ADP
los,DET
2,NUM
primos,NOUN
del,ADP
Diego,PROPN
(,PUNCT
Abreu,PROPN
),PUNCT
",",PUNCT
llamados,VERB
el,DET
uno,PRON
Aluiso,ADJ
Richkell,PROPN
(,PUNCT
Alonso,PROPN
Riquelme,PROPN
de,ADP
Guzmán,PROPN
),PUNCT
",",PUNCT
y,CCONJ
el,DET
otro,DET
Francisco,PROPN
[,PROPN
Vergara,PROPN
],PROPN
(,PUNCT
Francisco,PROPN
Ortiz,PROPN
de,ADP
Vergara,PROPN
),PUNCT
",",PUNCT
y,CCONJ
recién,ADV
cuando,SCONJ
se,PRON
concertaron,VERB
los,DET
tales,DET
casamientos,NOUN
conseguimos,VERB
estar,AUX
en,ADP
paz,NOUN
entre,ADP
nosotros,PRON
.,PUNCT
"
",SPACE
Por,ADP
el,DET
mismo,DET
tiempo,NOUN
me,PRON
llegó,VERB
una,DET
carta,NOUN
de,ADP
Hispania,PROPN
por,ADP
Sevilla,PROPN
y,CCONJ
del,ADP
factor,NOUN
de,ADP
Fuckher,PROPN
",",PUNCT
llamado,ADJ
Chriestoff,PROPN
Reysser,PROPN
",",PUNCT
á,ADP
saber,VERB
",",PUNCT
de,ADP
como,SCONJ
á,ADP
la,DET
misma,DET
persona,NOUN
le,PRON
había,AUX
escrito,VERB
Sebastián,PROPN
Neithart,PROPN
",",PUNCT
por,ADP
pedido,NOUN
de,ADP
mi,DET
finado,ADJ
hermano,NOUN
Thoma,PROPN
Schmidl,PROPN
",",PUNCT
por,ADP
si,SCONJ
fuese,AUX
posible,ADJ
que,SCONJ
se,PRON
me,PRON
ayudase,VERB
á,ADP
regresar,VERB
á,ADP
mi,DET
tierra,NOUN
",",PUNCT
lo,PRON
cual,PRON
él,PRON
",",PUNCT
el,DET
dicho,ADJ
Chriestoff,PROPN
Reysser,PROPN
",",PUNCT
con,ADP
toda,DET
diligencia,NOUN
de,ADP
su,DET
parte,NOUN
había,AUX
solicitado,VERB
y,CCONJ
tratado,ADJ
de,ADP
cumplir,VERB
",",PUNCT
á,ADP
lo,PRON
que,PRON
se,PRON
debió,VERB
que,SCONJ
me,PRON
llegó,VERB
la,DET
carta,NOUN
",",PUNCT
la,DET
cual,PRON
recibí,VERB
yo,PRON
el,DET
año,NOUN
1552,NUM
",",PUNCT
el,DET
día,NOUN
25,NUM
de,ADP
Julio,PROPN
",",PUNCT
ó,CCONJ
sea,AUX
el,DET
día,NOUN
de,ADP
Santiago,PROPN
.,PUNCT
"

",SPACE
CAPÍTULO,PROPN
LI,PROPN
"
",SPACE
EL,DET
AUTOR,NOUN
EMPRENDE,ADJ
VIAJE,PROPN
DE,ADP
VUELTA,PROPN
.,PUNCT
BAJA,NOUN
POR,ADP
EL,DET
RÍO,PROPN
DE,ADP
LA,DET
PLATA,PROPN
Y,CCONJ
SUBE,NOUN
POR,ADP
EL,DET
PARANÁ,PROPN
"

",SPACE
Después,ADV
que,SCONJ
leí,VERB
yo,PRON
la,DET
carta,NOUN
",",PUNCT
sobre,ADP
la,DET
marcha,NOUN
pedí,VERB
licencia,NOUN
á,ADP
nuestro,DET
capitán,NOUN
Thomenigo,PROPN
Martín,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
",",PUNCT
mas,ADV
él,PRON
al,ADP
principio,NOUN
no,ADV
quiso,VERB
dármela,VERB
;,PUNCT
pero,CCONJ
más,ADV
tarde,ADV
tuvo,VERB
él,PRON
que,SCONJ
reconocer,VERB
mi,DET
largo,ADJ
servicio,NOUN
prestado,ADJ
",",PUNCT
desde,ADP
que,SCONJ
yo,PRON
por,ADP
tantos,DET
años,NOUN
había,AUX
servido,VERB
fielmente,ADV
á,ADP
la,DET
Cesárea,PROPN
Majestad,PROPN
en,ADP
tierra,NOUN
",",PUNCT
y,CCONJ
que,SCONJ
por,ADP
él,PRON
",",PUNCT
capitán,NOUN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
muchas,DET
veces,NOUN
había,AUX
puesto,VERB
en,ADP
peligro,NOUN
cuerpo,NOUN
y,CCONJ
vida,NOUN
y,CCONJ
que,PRON
jamás,ADV
lo,PRON
había,AUX
abandonado,VERB
;,PUNCT
de,ADP
esto,PRON
debió,AUX
acordarse,VERB
él,PRON
y,CCONJ
me,PRON
dió,VERB
licencia,NOUN
",",PUNCT
me,PRON
encomendó,VERB
también,ADV
carta,NOUN
para,ADP
la,DET
Cesárea,PROPN
Majestad,PROPN
",",PUNCT
es,NOUN
decir,NOUN
",",PUNCT
para,ADP
que,SCONJ
en,ADP
ella,PRON
hiciese,VERB
él,PRON
saber,VERB
á,ADP
Su,DET
Majestad,PROPN
cómo,PRON
se,PRON
estaba,VERB
en,ADP
la,DET
tierra,NOUN
Rio,PROPN
delle,PROPN
Platta,PROPN
",",PUNCT
y,CCONJ
qué,PRON
era,AUX
lo,PRON
que,PRON
en,ADP
ella,PRON
había,AUX
acontecido,VERB
durante,ADP
el,DET
tal,DET
tiempo,NOUN
.,PUNCT
Las,DET
tales,DET
cartas,NOUN
las,PRON
entregué,VERB
yo,PRON
á,ADP
los,DET
Consejeros,PROPN
de,ADP
la,DET
Casárea,PROPN
Majestad,PROPN
en,ADP
Sevilla,PROPN
",",PUNCT
á,ADP
quienes,PRON
yo,PRON
también,ADV
de,ADP
palabra,NOUN
hice,VERB
relación,NOUN
y,CCONJ
dí,VERB
buena,ADJ
cuenta,NOUN
de,ADP
la,DET
tierra,NOUN
.,PUNCT
"

",SPACE
Y,CCONJ
cuando,SCONJ
yo,PRON
ya,ADV
tuve,VERB
todas,DET
mis,DET
cosas,NOUN
dispuestas,ADJ
para,ADP
el,DET
viaje,NOUN
",",PUNCT
fué,AUX
que,SCONJ
me,PRON
despedí,VERB
amistosamente,ADV
del,ADP
capitán,NOUN
Marthin,ADJ
Domenigo,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
y,CCONJ
de,ADP
los,DET
demás,PRON
buenos,ADJ
compañeros,NOUN
y,CCONJ
amigos,NOUN
;,PUNCT
me,PRON
llevé,VERB
también,ADV
20,NUM
Indios,PROPN
Caríos,PROPN
",",PUNCT
que,PRON
cargasen,VERB
con,ADP
lo,PRON
necesario,ADJ
para,ADP
un,DET
viaje,NOUN
tan,ADV
lejos,ADV
;,PUNCT
porque,SCONJ
cada,DET
uno,PRON
tiene,VERB
que,SCONJ
calcular,VERB
lo,PRON
que,PRON
puede,AUX
precisar,VERB
para,ADP
el,DET
camino,NOUN
.,PUNCT
"

",SPACE
Y,CCONJ
8,NUM
días,NOUN
antes,ADV
que,SCONJ
yo,PRON
debía,AUX
partir,VERB
",",PUNCT
llegó,VERB
uno,PRON
del,ADP
Presiel,PROPN
(,PUNCT
Brasil,PROPN
),PUNCT
;,PUNCT
trajo,VERB
noticia,NOUN
",",PUNCT
de,ADP
cómo,PRON
precisamente,ADV
debió,AUX
haber,AUX
llegado,VERB
allí,ADV
un,DET
navío,NOUN
de,ADP
Liesebonna,PROPN
(,PUNCT
Lisboa,PROPN
),PUNCT
en,ADP
Portugal,PROPN
",",PUNCT
el,DET
cual,PRON
pertenecía,VERB
al,ADP
muy,ADV
honorable,ADJ
y,CCONJ
discreto,ADJ
señor,NOUN
Johann,PROPN
von,PROPN
Hielst,PROPN
allá,ADV
en,ADP
Lisabona,PROPN
(,PUNCT
Lisboa,PROPN
),PUNCT
",",PUNCT
un,DET
comprador,NOUN
ó,CCONJ
un,DET
factor,NOUN
del,ADP
Erasmus,PROPN
Schezen,PROPN
en,ADP
Amberes,PROPN
.,PUNCT
"

",SPACE
Y,CCONJ
cuando,SCONJ
yo,PRON
hube,VERB
averiguado,VERB
cuanto,PRON
tenía,VERB
que,SCONJ
decirme,VERB
me,PRON
puse,VERB
en,ADP
marcha,NOUN
en,ADP
nombre,NOUN
de,ADP
Dios,PROPN
el,DET
Todopoderoso,PROPN
el,DET
año,NOUN
1552,NUM
á,ADP
26,NUM
de,ADP
Diciembre,NOUN
y,CCONJ
día,NOUN
de,ADP
San,PROPN
Esteban,PROPN
",",PUNCT
y,CCONJ
abandoné,VERB
el,DET
Río,PROPN
delle,PROPN
Platta,PROPN
",",PUNCT
partiendo,VERB
de,ADP
la,DET
ciudad,NOUN
Nostra,PROPN
Singnora,PROPN
de,ADP
Sunssionn,PROPN
con,ADP
20,NUM
Indios,PROPN
y,CCONJ
2,NUM
cananen,NOUN
(,PUNCT
canoas,NOUN
),PUNCT
",",PUNCT
y,CCONJ
primero,ADV
llegamos,VERB
á,ADP
las,DET
26,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
á,ADP
un,DET
pueblo,NOUN
llamado,ADJ
Juegrichsaibe,PROPN
(,PUNCT
Yeruquihaba,PROPN
),PUNCT
;,PUNCT
allá,ADV
en,ADP
ese,DET
pueblo,NOUN
se,PRON
me,PRON
juntaron,VERB
4,NUM
compañeros,NOUN
",",PUNCT
2,NUM
Españoles,PROPN
y,CCONJ
2,NUM
Portugueses,PROPN
",",PUNCT
los,DET
mismos,PRON
que,PRON
no,ADV
traían,VERB
licencia,NOUN
del,ADP
capitán,NOUN
.,PUNCT
De,ADP
allí,ADV
marchamos,VERB
juntos,ADJ
y,CCONJ
llegamos,VERB
como,SCONJ
á,ADP
las,DET
15,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
á,ADP
un,DET
pueblo,NOUN
grande,ADJ
llamado,ADJ
Barey,PROPN
;,PUNCT
de,ADP
allí,ADV
marchamos,VERB
4,NUM
días,NOUN
de,ADP
viaje,NOUN
",",PUNCT
16,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
",",PUNCT
hasta,ADP
llegar,VERB
á,ADP
un,DET
pueblo,NOUN
llamado,ADJ
Gebareche,PROPN
;,PUNCT
de,ADP
éste,PRON
marchamos,VERB
nosotros,PRON
9,NUM
días,NOUN
de,ADP
viaje,NOUN
",",PUNCT
54,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
",",PUNCT
hasta,ADP
un,DET
pueblo,NOUN
llamado,ADJ
Barode,PROPN
.,PUNCT
Allí,ADV
nos,PRON
quedamos,VERB
6,NUM
días,NOUN
largos,ADJ
",",PUNCT
porque,SCONJ
buscábamos,VERB
víveres,NOUN
y,CCONJ
cannanen,NOUN
(,PUNCT
canoas,NOUN
),PUNCT
;,PUNCT
visto,ADJ
que,SCONJ
teníamos,VERB
nosotros,PRON
que,SCONJ
navegar,VERB
100,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
aguas,NOUN
arriba,ADV
del,ADP
Parnau,PROPN
(,PUNCT
Paraná,PROPN
),PUNCT
;,PUNCT
y,CCONJ
llegamos,VERB
á,ADP
un,DET
pueblo,NOUN
llamado,ADJ
Gienge,PROPN
",",PUNCT
allí,ADV
quedamos,VERB
4,NUM
días,NOUN
.,PUNCT
Hasta,ADP
aquí,ADV
en,ADP
este,DET
pueblo,NOUN
todo,PRON
obedece,VERB
á,ADP
la,DET
Cesárea,PROPN
Majestad,PROPN
",",PUNCT
y,CCONJ
es,AUX
tierra,NOUN
de,ADP
Caríos,PROPN
.,PUNCT
" 
  
",SPACE
CAPÍTULO,PROPN
LII,PROPN
"
",SPACE
PASAN,PROPN
POR,ADP
LOS,DET
TUPÍ,PROPN
.,PUNCT
SU,DET
DESCRIPCIÓN,NOUN
.,PUNCT
LLEGAN,PROPN
AL,ADP
PUEBLO,PROPN
DE,ADP
JUAN,PROPN
KAIMUNNELLE,PROPN
(,PUNCT
RAMALLO,PROPN
),PUNCT
"

",SPACE
Ahora,ADV
empieza,VERB
la,DET
tierra,NOUN
del,ADP
Rey,PROPN
de,ADP
Portugal,PROPN
",",PUNCT
á,ADP
saber,VERB
",",PUNCT
la,DET
de,ADP
los,DET
Thopiss,PROPN
(,PUNCT
Tupí,PROPN
